X,Y,OBJECTID,Substation_ID,Substation_Name,Alias,Status,Owner,Map_Owner,Map_Part,Engineering_ID,kV_12_TO_32,kV_33_TO_92,kV_110_TO_161,kV_220_To_287,kV_345_To_500,kV_500_DC,Highest_kV,Postal_City,County,Zip_Code,State,Comments
-118.254417628391,34.109413251772,"503",SS0679,Sta. G (Atwater), ,Operational,LADWP,LADWP,L, ,,YES,,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90039",CA, 
-118.347366487143,34.0881865903455,"504",SS0680,Sta. H (Hollywood), ,Operational,LADWP,LADWP,L, ,,,YES,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90046",CA, 
-118.543494718785,34.2293470198197,"505",SS0681,Sta. J (Northridge), ,Operational,LADWP,LADWP,L, ,,,,YES,,,220kV to 287kV,Northridge,Los Angeles,"91324",CA, 
-118.460022776555,34.0332911722888,"506",SS0682,Sta. K (Olympic), ,Operational,LADWP,LADWP,L, ,,YES,YES,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90025",CA, 
-118.425355568894,33.9192229510685,"507",SS0683,Sta. L (Scattergood), ,Operational,LADWP,LADWP,L, ,,YES,,YES,,,220kV to 287kV,Playa Del Rey,Los Angeles,"90293",CA, 
-118.392542639445,34.2429280168425,"508",SS0684,Sta. M (Valley), ,Operational,LADWP,LADWP,L, ,,YES,,YES,YES,,345kV to 500kV,Sun Valley,Los Angeles,"91352",CA, 
-118.246117476236,34.0433484723696,"509",SS0686,Sta. P (Market), ,Operational,LADWP,LADWP,L, ,,,,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90013",CA, 
-118.264949814268,33.770467195788,"510",SS0687,Sta. Q (Harbor), ,Operational,LADWP,LADWP,L, ,,YES,YES,,,,110kV to 161kV,Wilmington,Los Angeles,"90744",CA, 
-118.423141735115,34.1715825693176,"511",SS0688,Sta. S (Van Nuys), ,Operational,LADWP,LADWP,L, ,,,,YES,,,220kV to 287kV,Van Nuys,Los Angeles,"91401",CA, 
-118.591576025465,34.1895015516034,"512",SS0689,Sta. T (Canoga), ,Operational,LADWP,LADWP,L, ,,,,YES,,,220kV to 287kV,Canoga Park,Los Angeles,"91303",CA, 
-118.543788292943,34.1793470726539,"513",SS0690,Sta. U (Tarzana), ,Operational,LADWP,LADWP,L, ,,,,YES,,,220kV to 287kV,Tarzana,Los Angeles,"91356",CA, 
-118.490073995632,34.3121168409312,"514",SS0691,Sylmar, ,Operational,LADWP,LADWP,L, ,,YES,,YES,YES,,345kV to 500kV,Granada Hills,Los Angeles,"91344",CA,"According to the sce data on 11/17/2008, this station is now owned by ladwp"
-118.344066546679,34.1990101089811,"515",SS0693,Lincoln, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Burbank,Los Angeles,"91504",CA, 
-118.314016696566,34.1763764724758,"516",SS0695,Mcneil, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Burbank,Los Angeles,"91502",CA, 
-117.924954336401,34.1251493608245,"517",SS0696,Aerojet, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Azusa,Los Angeles,"91702",CA, 
-118.391616327428,33.901609159811,"518",SS0698,Airchem, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Manhattan Beach,Los Angeles,"90266",CA, 
-117.955618216777,34.0474764119968,"519",SS0699,Bassett,AIRPAC,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,La Puente,Los Angeles,"91744",CA, 
-118.14907918137,34.0912604953372,"520",SS0701,Alhambra, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Alhambra,Los Angeles,"91801",CA, 
-118.247371482121,33.8349487725295,"521",SS0702,Alon, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Carson,Los Angeles,"90745",CA, 
-118.026538236252,34.0714434099073,"522",SS0703,Amador, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,El Monte,Los Angeles,"91731",CA, 
-118.321715640539,33.8614302984929,"523",SS0704,Amco, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Torrance,Los Angeles,"90504",CA, 
-118.147675770959,34.5675010789802,"524",SS0705,Anaverde, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Palmdale,Los Angeles,"93551",CA, 
-118.038444921965,34.1056240014353,"525",SS0706,Anita, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Arcadia,Los Angeles,"91007",CA, 
-118.300529091295,34.687507918523,"526",SS0707,Antelope, ,Operational,SCE,SCE,L, ,,YES,,YES,YES,,345kV to 500kV,Lancaster,Los Angeles,"93536",CA, 
-118.501330562778,34.3818562560327,"527",SS0708,Appgen, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Newhall,Los Angeles,"91321",CA, 
-119.0094538956,35.4959475552234,"528",SS0708,Live Oak Cogen, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-118.025718865589,34.1441258774006,"529",SS0709,Arcadia, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Arcadia,Los Angeles,"91006",CA, 
-118.243465073892,33.8174899926886,"530",SS0710,Arcogen, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Carson,Los Angeles,"90745",CA, 
-118.170599641564,34.1997173977096,"531",SS0711,Arroyo, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,La Canada Flintridge,Los Angeles,"91011",CA, 
-118.164351929865,33.8191974533921,"532",SS0712,Astro, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90807",CA, 
-118.149807503431,33.7813256958385,"533",SS0713,Belmont,ATRICH,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90804",CA, 
-117.910933918706,34.1360409788172,"534",SS0714,Azusa, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Azusa,Los Angeles,"91702",CA, 
-118.77470326706,34.7765070304091,"535",SS0715,Bailey, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Lancaster,Los Angeles,"93536",CA, 
-118.171199224543,33.9996101716489,"536",SS0717,Bandini, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Bell,Los Angeles,"90201",CA, 
-117.990763970849,34.0505235137096,"537",SS0718,Industry, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,La Puente,Los Angeles,"91746",CA, 
-118.227517274198,34.008100891165,"538",SS0719,Beejay, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Los Angeles,Los Angeles,"90058",CA, 
-118.397322012353,34.0731240526864,"539",SS0720,Beverly, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Beverly Hills,Los Angeles,"90210",CA, 
-118.140555905511,33.830381725819,"540",SS0721,Boost, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90808",CA, 
-118.063997863356,33.8507691742552,"541",SS0722,Bovine, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Cerritos,Los Angeles,"90703",CA, 
-118.172266717749,33.7931439415386,"542",SS0723,Bowl, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90806",CA, 
-117.987268227748,34.1337931376549,"543",SS0724,Bradbury, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Monrovia,Los Angeles,"91016",CA, 
-118.129893589174,33.9373108297,"544",SS0725,Downey,BRASS,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Downey,Los Angeles,"90241",CA, 
-117.939877371851,34.1271672142928,"545",SS0726,Brew, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Baldwin Park,Los Angeles,"91706",CA, 
-118.325870720178,33.8805459254315,"546",SS0727,Bridge, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Torrance,Los Angeles,"90504",CA, 
-118.084296430652,33.8600744023947,"547",SS0728,Artesia,BRIGEN,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Artesia,Los Angeles,"90701",CA, 
-118.311856043481,33.9025189565052,"548",SS0729,Brighton, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Gardena,Los Angeles,"90249",CA, 
-118.152038549939,33.7669692339537,"549",SS0730,Broadway, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90803",CA, 
-118.206264192763,33.9001114719533,"550",SS0731,Bullis, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Compton,Los Angeles,"90221",CA, 
-118.232271999692,33.9565024623355,"551",SS0732,Calden, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Los Angeles,Los Angeles,"90002",CA, 
-118.216974778337,33.8193626241474,"552",SS0733,Cameron, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Long Beach,Los Angeles,"90810",CA, 
-118.22976582204,33.7748643680558,"553",SS0734,Carbogen, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90813",CA, 
-118.047056840291,33.9031901640813,"554",SS0735,Carmenita, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Santa Fe Springs,Los Angeles,"90670",CA, 
-118.21696992787,33.8639799906564,"555",SS0736,Carson, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Compton,Los Angeles,"90220",CA, 
-118.105742475361,33.9288251619267,"556",SS0737,Center, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Norwalk,Los Angeles,"90650",CA, 
-118.171666048146,33.8166033862418,"557",SS0738,Certified, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90807",CA, 
-118.237850677253,33.7594091985522,"558",SS0739,Dock,CHAMPLIN,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90802",CA, 
-118.183281000615,33.7786096431796,"559",SS0740,Cherry, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90813",CA, 
-118.414143117389,33.9125981353581,"560",SS0741,Chevgen, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,El Segundo,Los Angeles,"90245",CA, 
-117.871978764612,34.1190098233911,"561",SS0742,Citrus, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Glendora,Los Angeles,"91740",CA, 
-118.107132715296,33.7957439375438,"562",SS0743,Clark, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90815",CA, 
-118.108508125724,33.7840952512461,"563",SS0746,College, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90840",CA, 
-118.472143914139,34.025608333921,"564",SS0747,Colorado, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Santa Monica,Los Angeles,"90404",CA, 
-118.220321166206,33.7568150737907,"565",SS0748,Commodore, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90802",CA, 
-118.206513588734,34.0041415102514,"566",SS0749,Ybarra,CONTAINER,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Los Angeles,Los Angeles,"90058",CA, 
-118.165323725397,33.8634137838773,"567",SS0751,Corners, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90805",CA, 
-118.120352598093,33.8836948982834,"568",SS0752,Cornuta, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Bellflower,Los Angeles,"90706",CA, 
-117.879572525881,34.0925753093213,"569",SS0753,Cortez, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Covina,Los Angeles,"91723",CA, 
-118.318747119838,33.9240635056711,"570",SS0754,Cosmic, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Hawthorne,Los Angeles,"90250",CA, 
-118.714931597435,34.1069672510088,"571",SS0755,Crater, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Agoura Hills,Los Angeles,"91301",CA, 
-118.37318172181,33.7669397578954,"572",SS0756,Crest, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Rancho Palos Verdes,Los Angeles,"90275",CA, 
-117.989160075029,34.0575485470299,"573",SS0757,Cryco, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,La Puente,Los Angeles,"91746",CA, 
-118.194252993039,33.963837780103,"574",SS0758,Cudahy, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Bell,Los Angeles,"90201",CA, 
-118.402597804071,34.0145710760112,"575",SS0759,Culver, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Culver City,Los Angeles,"90232",CA, 
-117.933615569621,34.1138949895901,"576",SS0760,Dalton, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Baldwin Park,Los Angeles,"91706",CA, 
-118.096854744728,33.8477305306912,"577",SS0761,Del Amo, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Cerritos,Los Angeles,"90703",CA, 
-118.28896431302,34.7179659958678,"578",SS0762,Del Sur, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lancaster,Los Angeles,"93536",CA, 
-117.811224818324,34.0029428088608,"579",SS0763,Diamond Bar, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Diamond Bar,Los Angeles,"91765",CA, 
-118.222955492617,33.7621887010973,"580",SS0764,Dike, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90802",CA, 
-118.377895327886,33.8723242829178,"581",SS0765,Ditmar, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Redondo Beach,Los Angeles,"90278",CA, 
-118.223019149418,33.8624713173086,"582",SS0766,Domhill, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Compton,Los Angeles,"90220",CA, 
-118.382659499559,33.9222785581243,"583",SS0767,Douglas, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,El Segundo,Los Angeles,"90245",CA, 
-118.144256192209,33.8989721242238,"584",SS0768,Dougoil, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Paramount,Los Angeles,"90723",CA, 
-118.184306240751,34.1508512541184,"585",SS0769,Eagle Rock, ,Operational,SCE,SCE,L, ,,,,YES,,,220kV to 287kV,Glendale,Los Angeles,"91206",CA, 
-118.085710316299,34.1622534110005,"586",SS0770,Eaton, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Pasadena,Los Angeles,"91107",CA, 
-118.373309908556,33.8956537675778,"587",SS0771,El Nido, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Lawndale,Los Angeles,"90260",CA, 
-118.616384921974,34.4911347971806,"588",SS0772,Elizabeth Lake, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Castaic,Los Angeles,"91384",CA, 
-118.090458842732,33.8799011481681,"589",SS0773,Eric, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Cerritos,Los Angeles,"90703",CA, 
-118.167433941103,33.9819990323385,"590",SS0775,Federalgen, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90040",CA, 
-118.362046478405,33.9157958923743,"591",SS0776,Felton, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Hawthorne,Los Angeles,"90250",CA, 
-118.215471846865,33.9282921747462,"592",SS0777,Fernwood, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lynwood,Los Angeles,"90262",CA, 
-118.233286327043,33.8214277165775,"593",SS0779,Polypro,FLETCHER OIL,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Carson,Los Angeles,"90745",CA, 
-118.608284944924,34.5145589973266,"594",SS0780,Mwd Foothill, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Castaic,Los Angeles,"91384",CA, 
-118.226691789354,33.9959910527708,"595",SS0781,Fruitland, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Los Angeles,Los Angeles,"90058",CA, 
-118.226470375889,33.764572438376,"596",SS0782,Fuel, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Long Beach,Los Angeles,"90802",CA, 
-118.382872127933,33.8992834432364,"597",SS0783,Galaxy, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Manhattan Beach,Los Angeles,"90266",CA, 
-118.111338406128,33.9615464240232,"598",SS0784,Gallatin, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Downey,Los Angeles,"90240",CA, 
-117.755267980953,34.0582840206512,"599",SS0785,Pomona,GANESHA,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Pomona,Los Angeles,"91766",CA, 
-117.77562408157,34.0575275772344,"600",SS0786,Ganesha,GARDEN STATE,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Pomona,Los Angeles,"91766",CA, 
-118.14984023725,34.124958957059,"601",SS0787,Garfield, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,South Pasadena,Los Angeles,"91030",CA, 
-118.233177216106,33.807379466489,"602",SS0788,Gatx, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90810",CA, 
-118.087909418297,34.1513514499379,"603",SS0789,Goodrich, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Pasadena,Los Angeles,"91107",CA, 
-118.827093190997,34.7905395344161,"604",SS0790,Gorman, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lebec,Los Angeles,"93243",CA, 
-118.186947959712,34.2214787723679,"605",SS0791,Gould, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,La Canada Flintridge,Los Angeles,"91011",CA, 
-118.041812502903,34.0814973221748,"606",SS0792,Ductile,GRANING,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,El Monte,Los Angeles,"91731",CA, 
-118.047450573224,33.8810865520334,"607",SS0793,Greening, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Cerritos,Los Angeles,"90703",CA, 
-118.227305321813,33.7789242990233,"608",SS0795,Harborgen, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Long Beach,Los Angeles,"90813",CA, 
-118.515236596782,34.438701711441,"609",SS0796,Haskell, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Santa Clarita,Los Angeles,"91350",CA, 
-118.14217408627,33.791042995651,"610",SS0797,Hathaway, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90815",CA, 
-118.113851716714,34.611923884823,"611",SS0798,Helijet, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Palmdale,Los Angeles,"93550",CA, 
-118.025009626466,34.0242741907953,"612",SS0799,Hillgen, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Hacienda Heights,Los Angeles,"91745",CA, 
-118.222526872207,33.8192641511119,"613",SS0800,Hinson, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Long Beach,Los Angeles,"90810",CA, 
-118.307157046877,33.9226143142677,"614",SS0801,Howard, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Los Angeles,Los Angeles,"90047",CA, 
-118.391788539924,33.9117138029345,"615",SS0802,Hughesair, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,El Segundo,Los Angeles,"90245",CA, 
-118.340478507968,33.8104649306734,"616",SS0803,Hughtron, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Torrance,Los Angeles,"90505",CA, 
-118.148272834771,33.9118401530532,"617",SS0804,Imperial, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Downey,Los Angeles,"90242",CA, 
-117.967701390828,34.033411883001,"618",SS0805,N.N, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,La Puente,Los Angeles,"91744",CA, 
-118.358091291491,33.965643565826,"619",SS0806,Inglewood, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Inglewood,Los Angeles,"90302",CA, 
-118.159391501813,33.8013369115343,"620",SS0807,Injection, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Signal Hill,Los Angeles,"90755",CA, 
-118.248176927188,33.8794999675823,"621",SS0808,Jersey, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Compton,Los Angeles,"90220",CA, 
-118.167955671581,34.2135045794923,"622",SS0809,Jet, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Altadena,Los Angeles,"91001",CA, 
-118.025532523673,34.0370984538987,"623",SS0811,Jose, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,La Puente,Los Angeles,"91746",CA, 
-118.203565753148,34.0149698132068,"624",SS0812,Kinetic, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90023",CA, 
-118.21048123351,34.2052654416931,"625",SS0813,La Canada, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,La Canada Flintridge,Los Angeles,"91011",CA, 
-118.378314780713,34.0007331535232,"626",SS0814,La Cienega, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90056",CA, 
-118.332830660805,33.869737536853,"627",SS0815,La Fresa, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Torrance,Los Angeles,"90504",CA, 
-118.014392771674,33.8886254669288,"628",SS0816,La Mirada, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,La Mirada,Los Angeles,"90638",CA, 
-118.147861715568,33.9758939693035,"629",SS0817,Laguna Bell, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90040",CA, 
-118.124640805319,33.8302392238556,"630",SS0818,Lakewood, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90808",CA, 
-118.145591922433,34.7004949012967,"631",SS0819,Lancaster, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lancaster,Los Angeles,"93534",CA, 
-118.22847993841,34.6906785782523,"632",SS0820,Lanpri, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Lancaster,Los Angeles,"93536",CA, 
-117.926416776001,34.0870819856374,"633",SS0821,Lark Ellen, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Covina,Los Angeles,"91722",CA, 
-118.776087894228,34.0448309227708,"634",SS0822,Latigo, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Malibu,Los Angeles,"90265",CA, 
-117.769691390149,34.0899759136838,"635",SS0823,Layfair, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Pomona,Los Angeles,"91768",CA, 
-118.347350418866,33.9422497048478,"636",SS0824,Lennox, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Inglewood,Los Angeles,"90304",CA, 
-118.217875786709,33.9976026448741,"637",SS0825,Owill,,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Los Angeles,Los Angeles,"90058",CA, 
-118.175021700642,33.8805720198404,"638",SS0826,Lighthipe, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Long Beach,Los Angeles,"90805",CA, 
-117.931844659451,34.1118498072702,"639",SS0827,Liquid, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Baldwin Park,Los Angeles,"91706",CA, 
-117.96893893193,34.6161964834873,"640",SS0828,Little Rock, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Palmdale,Los Angeles,"93591",CA, 
-117.731882886372,34.1211610912384,"641",SS0829,Live Oak, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Claremont,Los Angeles,"91711",CA, 
-118.190496661005,33.8112706723196,"642",SS0831,Los Cerritos, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90806",CA, 
-118.404487226351,33.9318003551641,"643",SS0832,Losulfur, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Los Angeles,Los Angeles,"90045",CA, 
-118.120586632407,33.8423521063354,"644",SS0833,Lucas, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lakewood,Los Angeles,"90713",CA, 
-118.347150767844,34.1721881922853,"645",SS0834,Macneil, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Burbank,Los Angeles,"91505",CA,Not listed on new sce map. dated jan 1999 deawing # 99_transall. dwg
-118.227591893768,33.7639940465734,"646",SS0835,Main Oil, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90802",CA, 
-118.761452178148,34.1475519645668,"647",SS0836,Malibu, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Agoura Hills,Los Angeles,"91301",CA, 
-118.465678015974,34.0069779188308,"648",SS0837,Marine, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Santa Monica,Los Angeles,"90405",CA, 
-118.388967791587,33.7471691816233,"649",SS0838,Marymount, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Rancho Palos Verdes,Los Angeles,"90275",CA, 
-118.101344272606,33.9695764887496,"650",SS0839,Rivera,MERCURY,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Pico Rivera,Los Angeles,"90660",CA, 
-117.90719426859,34.0497204067675,"651",SS0840,Merced,MERGEN,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,West Covina,Los Angeles,"91791",CA, 
-118.110458062403,34.0372579599672,"652",SS0841,Mesa, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Monterey Park,Los Angeles,"91755",CA, 
-118.335594496874,33.8534759861012,"653",SS0842,Mobgen, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Torrance,Los Angeles,"90503",CA, 
-118.332944167772,33.8570690247536,"654",SS0843,Mobiloil, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Torrance,Los Angeles,"90503",CA, 
-118.043093836751,33.954421135323,"655",SS0844,Murphy, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Whittier,Los Angeles,"90602",CA, 
-118.066823359417,34.0050012201849,"656",SS0846,Narrows, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Pico Rivera,Los Angeles,"90660",CA, 
-118.228552855632,33.7422675570338,"657",SS0847,Navy Mole, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90802",CA, 
-118.219179802681,33.7639471889821,"658",SS0848,Navy-1, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Long Beach,Los Angeles,"90802",CA, 
-118.501423850989,34.7751006709866,"659",SS0849,Neenach, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lancaster,Los Angeles,"93536",CA, 
